,SPY,Regime,Level,Equity_vs_Bond,US10Y,Jobless_Claims_MA,VIX,Market_Breadth,spread_10y2y,DXY,Copper_Gold_Ratio
2013-06-10,131.7959442138672,2,3,4.383183108358498,2.22,349700.0,15.4399995803833,0.3827347103791555,1.9000000000000001,81.6500015258789,0.0023366038061664795
2013-06-11,130.43638610839844,2,3,4.421686193893249,2.2,348550.0,17.06999969482422,0.3824647627902646,1.86,81.05999755859375,0.002318809061874578
2013-06-12,129.3567657470703,2,3,4.415360356665273,2.25,347400.0,18.59000015258789,0.3818599768210651,1.91,80.95999908447266,0.0023171431178982717
2013-06-13,131.3241424560547,2,3,4.389362229361908,2.19,346250.0,16.40999984741211,0.38288354130310737,1.8699999999999999,80.62000274658203,0.002311991869355876
2013-06-14,130.50038146972656,2,3,4.431732418380438,2.14,345100.0,17.149999618530273,0.38326446631284306,1.85,80.66999816894531,0.00230988239541444
2013-06-17,131.5080108642578,2,3,4.425423243075496,2.19,344750.0,16.799999237060547,0.38351146352576765,1.92,80.56999969482422,0.0023155914012577624
2013-06-18,132.54766845703125,2,3,4.441376205592966,2.2,345250.0,16.610000610351562,0.3834798571231882,1.9300000000000002,80.62000274658203,0.0023101127771470004
2013-06-19,130.7163543701172,2,3,4.519547120816429,2.33,345750.0,16.639999389648438,0.38318552914700266,2.02,81.43000030517578,0.002288512045367838
2013-06-20,127.47736358642578,2,3,4.614312872853323,2.41,346250.0,20.489999771118164,0.38294227089782445,2.08,81.83999633789062,0.0023808227812066973
2013-06-21,127.88658905029295,3,1,4.563542396706651,2.52,346750.0,18.899999618530277,0.38241219862297365,2.14,82.31999969482422,0.002397414043374089
2013-06-24,126.2706069946289,3,1,4.599315071824086,2.57,346950.0,20.11000061035156,0.3825049283887457,2.15,82.43000030517578,0.0023699873959634583
2013-06-25,127.48464965820312,3,1,4.546769562840916,2.6,346650.0,18.46999931335449,0.3832374168056481,2.17,82.58000183105469,0.002409005319701064
2013-06-26,128.746826171875,3,1,4.5205292375313855,2.55,346350.0,17.209999084472656,0.3828707959370206,2.1599999999999997,82.94999694824219,0.0024731619630397775
2013-06-27,129.50254821777344,3,1,4.457619753264088,2.49,346050.0,16.860000610351562,0.3842568803707377,2.1300000000000003,82.91000366210938,0.0025198117451031054
2013-06-28,128.97193908691406,3,1,4.413987532449628,2.52,345750.0,16.860000610351562,0.38402012823720866,2.16,83.16999816894531,0.0024926456891366604
2013-07-01,129.72769165039062,3,1,4.426057189502928,2.5,345450.0,16.3700008392334,0.3851477516498205,2.16,82.9800033569336,0.0025121426149041833
2013-07-02,129.60708618164062,3,1,4.502383827541482,2.48,345150.0,16.440000534057617,0.38450831947049247,2.14,83.54000091552734,0.002526535881013737
2013-07-03,129.66336059570312,3,1,4.546288269328061,2.52,344850.0,16.200000762939453,0.3840296774931516,2.16,83.2300033569336,0.0025349413678490127
2013-07-05,131.0622100830078,3,1,4.624873137001002,2.73,344550.0,14.890000343322754,0.3842482728205919,2.33,84.41999816894531,0.002539368341750975
2013-07-08,131.80995178222656,3,1,4.64503891423932,2.65,344800.0,14.779999732971191,0.383785571392139,2.28,84.19999694824219,0.0025196371878540382
2013-07-09,132.75860595703125,3,1,4.617951053678803,2.65,345500.0,14.350000381469728,0.3842703059191758,2.28,84.58000183105469,0.0024688979171110363
2013-07-10,132.80685424804688,3,1,4.663954216927834,2.7,346200.0,14.210000038146973,0.3846784904689193,2.3200000000000003,84.04000091552734,0.0024859708272240277
2013-07-11,134.61581420898438,3,1,4.506480230345757,2.6,346900.0,14.010000228881836,0.3850337422193285,2.2600000000000002,82.75,0.0024869151724194326
2013-07-12,134.6720733642578,3,1,4.5569915406426516,2.61,347600.0,13.84000015258789,0.3858332250342715,2.2399999999999998,82.98999786376953,0.0024812176544851427
2013-07-15,135.1865997314453,3,1,4.527890396459854,2.57,347950.0,13.789999961853027,0.3852617768160577,2.23,83.04000091552734,0.0024622214465849696
2013-07-16,134.68008422851562,3,1,4.492652936674796,2.55,347500.0,14.420000076293944,0.38478989834353644,2.21,82.43000030517578,0.0024786953539613367
2013-07-17,135.02572631835938,3,1,4.463503051114322,2.52,347050.0,13.779999732971191,0.3847029951025229,2.2,82.70999908447266,0.002457547545712365
2013-07-18,135.76544189453125,3,1,4.541505792860681,2.56,346600.0,13.770000457763672,0.385405310511104,2.24,82.81999969482422,0.002446286768978556
2013-07-19,136.00660705566406,3,1,4.562313421615165,2.5,346150.0,12.539999961853027,0.3854351163297125,2.18,82.58000183105469,0.002435629766055979
2013-07-22,136.27194213867188,3,1,4.5262721562183375,2.5,346250.0,12.289999961853027,0.3855152239719135,2.18,82.22000122070312,0.0023866357641369415
2013-07-23,135.9825439453125,3,1,4.468228137421644,2.53,346650.0,12.65999984741211,0.38544393403227556,2.1999999999999997,82.01000213623047,0.0023953262023093972
2013-07-24,135.4840087890625,3,1,4.497834464694325,2.61,347050.0,13.18000030517578,0.3841176675961924,2.27,82.30000305175781,0.002410775233577301
2013-07-25,135.81365966796875,3,1,4.482800840183559,2.61,347450.0,12.970000267028809,0.3852090187675464,2.29,81.97000122070312,0.0023991722554708443
2013-07-26,135.9583740234375,3,1,4.497718151465123,2.58,347850.0,12.720000267028809,0.3846801205095123,2.27,81.62000274658203,0.002352273649415287
2013-07-29,135.54029846191406,3,1,4.5408913219843035,2.61,347200.0,13.390000343322754,0.3844949136918904,2.28,81.66000366210938,0.0023460552872185568
2013-07-30,135.54029846191406,3,1,4.5513050596926,2.63,346900.0,13.390000343322754,0.38527015055778213,2.3,81.83000183105469,0.0022968277110073866
2013-07-31,135.63681030273438,3,1,4.581400594186788,2.6,346600.0,13.449999809265137,0.3857112715874081,2.29,81.44999694824219,0.0023761809938019833
2013-08-01,137.2045135498047,3,1,4.551512518597474,2.74,346300.0,12.9399995803833,0.3869011442047146,2.39,82.33999633789062,0.0024134248927019644
2013-08-02,137.4376678466797,3,1,4.560394552380294,2.63,346000.0,11.979999542236328,0.3868329648283607,2.33,81.91000366210938,0.002418358134881364
2013-08-05,137.2366943359375,3,1,4.582577118268892,2.67,345400.0,11.84000015258789,0.38710495084247803,2.35,81.87999725341797,0.0024312913516588435
2013-08-06,136.45689392089844,3,1,4.6150157139392185,2.67,344800.0,12.720000267028809,0.38688829688200804,2.35,81.5999984741211,0.0024719451777087727
2013-08-07,136.01461791992188,3,1,4.65018793882743,2.61,344200.0,12.979999542236328,0.3861850889637636,2.29,81.29000091552734,0.002470647748896114
2013-08-08,136.51315307617188,3,1,4.579305402799451,2.58,343600.0,12.729999542236328,0.38702491894619206,2.2800000000000002,81.01000213623047,0.0024952316064121237
2013-08-09,136.11912536621094,3,1,4.556805981817887,2.57,343000.0,13.40999984741211,0.3876701757697796,2.25,81.12999725341797,0.002519993898983262
2013-08-12,135.9583740234375,3,1,4.509040018304029,2.61,342150.0,12.8100004196167,0.3878312114878193,2.29,81.33000183105469,0.0024773357900666755
2013-08-13,136.3603973388672,3,1,4.495217850006529,2.71,341300.0,12.3100004196167,0.38716208163920723,2.37,81.7300033569336,0.0025117318835943298
2013-08-14,135.66094970703125,3,1,4.457660925023419,2.71,340450.0,13.039999961853027,0.38713226080896435,2.37,81.69999694824219,0.002504123025748326
2013-08-15,133.76358032226562,3,1,4.446321100704545,2.77,339600.0,14.729999542236328,0.38664078924703954,2.41,81.12999725341797,0.0024515277019532596
2013-08-16,133.32139587402344,3,1,4.469963761341048,2.84,338750.0,14.369999885559082,0.38677114493855175,2.48,81.26000213623047,0.0024527959215147575
2013-08-19,132.4691619873047,3,1,4.526622227743377,2.88,338000.0,15.100000381469728,0.38608637747928093,2.52,81.2300033569336,0.0024421754125859662
2013-08-20,133.120361328125,3,1,4.55714788577664,2.82,337250.0,14.90999984741211,0.3872945995128938,2.46,80.91000366210938,0.0024320879832394463
2013-08-21,132.30039978027344,3,1,4.637514738874874,2.87,336500.0,15.9399995803833,0.3870064710679586,2.49,81.31999969482422,0.00241609523673278
2013-08-22,133.5063018798828,3,1,4.605057304534539,2.9,335750.0,14.760000228881836,0.38750697328032135,2.48,81.48999786376953,0.0024307176658213796
2013-08-23,133.9564971923828,3,1,4.566788644012294,2.82,335000.0,13.979999542236328,0.3875323457538826,2.42,81.33999633789062,0.0024016623309889807
2013-08-26,133.4580841064453,3,1,4.599781418178578,2.79,335100.0,14.989999771118164,0.387707546120312,2.38,81.37000274658203,0.002384781067266964
2013-08-27,131.3115234375,3,1,4.632429889682384,2.72,335200.0,16.770000457763672,0.3866582954046838,2.3400000000000003,81.16999816894531,0.002345839812894547
2013-08-28,131.7777862548828,3,1,4.638942617103242,2.78,335300.0,16.489999771118164,0.38633305153465264,2.38,81.41999816894531,0.002330514391683373
2013-08-29,131.98684692382812,3,1,4.609357327519252,2.75,335400.0,16.809999465942383,0.3868235318599427,2.36,81.94999694824219,0.0022959869077669773
2013-08-30,131.56878662109375,3,1,4.559711218902896,2.78,335500.0,17.010000228881836,0.38602511895632957,2.3899999999999997,82.08999633789062,0.0023100064186155787
2013-09-03,132.16366577148438,3,1,4.551595798453628,2.86,334800.0,16.610000610351562,0.38655056908301333,2.4299999999999997,82.36000061035156,0.0023346317050814964
2013-09-04,133.2571258544922,3,1,4.509112988903011,2.9,334100.0,15.880000114440918,0.38695768497444044,2.44,82.16999816894531,0.0023285847672101
2013-09-05,133.4259490966797,3,1,4.462113768884942,2.98,333400.0,15.770000457763672,0.38749795149998234,2.46,82.62999725341797,0.0023603524832009966
2013-09-06,133.490234375,3,1,4.399499623460368,2.94,332700.0,15.850000381469728,0.3876746087520301,2.48,82.1500015258789,0.002349462761753108
2013-09-09,134.76856994628906,3,1,4.327963739885115,2.9,330750.0,15.630000114440918,0.38849601112656845,2.4499999999999997,81.79000091552734,0.0023619122755985434
2013-09-10,135.76544189453125,3,1,4.327283258893886,2.96,329400.0,14.529999732971191,0.38897773695243754,2.46,81.81999969482422,0.002390953698495182
2013-09-11,136.19158935546875,3,1,4.337716797401098,2.93,328050.0,13.81999969482422,0.38888840027373406,2.46,81.5199966430664,0.0023876383513674712
2013-09-12,135.82977294921875,3,1,4.376978935849719,2.92,326700.0,14.289999961853027,0.3882578855369849,2.4699999999999998,81.48999786376953,0.002414687339458136
2013-09-13,136.13528442382812,3,1,4.358047423483624,2.9,325350.0,14.15999984741211,0.38863357372680424,2.4499999999999997,81.44999694824219,0.0024510852624007864
2013-09-16,136.9231414794922,3,1,4.334821606489628,2.88,325150.0,14.380000114440918,0.38911298343603506,2.4699999999999998,81.25,0.00244859241089048
2013-09-17,137.5341796875,3,1,4.3636046756503575,2.86,324300.0,14.529999732971191,0.38920634075336386,2.4699999999999998,81.16999816894531,0.0024650629443401326
2013-09-18,139.1260528564453,3,1,4.236606984169466,2.69,323450.0,13.59000015258789,0.38945928634923144,2.35,80.23999786376953,0.0025107048734806315
2013-09-19,138.89280700683594,3,1,4.252104977835516,2.76,322600.0,13.15999984741211,0.3891821392831557,2.42,80.36000061035156,0.002446326745222575
2013-09-20,137.9217987060547,3,1,4.318706639804281,2.75,321750.0,13.119999885559082,0.3886116563812427,2.41,80.44000244140625,0.0024971858198155157
2013-09-23,137.28355407714844,3,1,4.283453504230004,2.72,320450.0,14.3100004196167,0.3884097948041656,2.37,80.44999694824219,0.0024930288845226274
2013-09-24,136.96044921875,3,1,4.31011457409279,2.67,319350.0,14.079999923706056,0.3893260964990463,2.32,80.55999755859375,0.0024813830309001147
2013-09-25,136.5645294189453,3,1,4.330753520200727,2.63,318250.0,14.010000228881836,0.3894454380627791,2.27,80.33000183105469,0.0024556477844133603
2013-09-26,137.0896759033203,3,1,4.329692007995487,2.66,317150.0,14.0600004196167,0.38925500558807585,2.3200000000000003,80.5199966430664,0.00249622239480266
2013-09-27,136.4595184326172,3,1,4.3610103092318475,2.64,316050.0,15.460000038146973,0.3886752739094249,2.3000000000000003,80.2699966430664,0.002484683167052362
2013-09-30,135.732421875,3,1,4.387791310638058,2.64,315200.0,16.600000381469727,0.3895623954511116,2.31,80.22000122070312,0.0025035809266356042
2013-10-01,136.80690002441406,3,1,4.336352052252263,2.66,314900.0,15.539999961853027,0.3896445059920629,2.33,80.0999984741211,0.002544323541513683
2013-10-02,136.67762756347656,3,1,4.315645186740334,2.63,314600.0,16.600000381469727,0.3898943655485662,2.32,79.87999725341797,0.002507572416855428
2013-10-03,135.41732788085938,3,1,4.292306949151611,2.62,314300.0,17.670000076293945,0.38998956022224956,2.29,79.7699966430664,0.002476089284554381
2013-10-04,136.44332885742188,3,1,4.269368482531097,2.66,314000.0,16.739999771118164,0.39008840353614144,2.33,80.12000274658203,0.002514698075423555
2013-10-07,135.26390075683594,3,1,4.268958461814902,2.65,317400.0,19.40999984741211,0.3900124708745011,2.28,79.94000244140625,0.0024830162113916258
2013-10-08,133.68850708007812,3,1,4.260055437449075,2.66,320800.0,20.34000015258789,0.3893913765021841,2.2600000000000002,80.05999755859375,0.0024784777117272862
2013-10-09,133.7854461669922,3,1,4.231421530991458,2.68,324200.0,19.600000381469727,0.3891697916560929,2.31,80.37000274658203,0.002464993388714404
2013-10-10,136.66958618164062,3,1,4.223293618835121,2.71,327600.0,16.479999542236328,0.38956120716623766,2.36,80.41999816894531,0.0024996143745821663
2013-10-11,137.55015563964844,3,1,4.231649398575169,2.7,331000.0,15.720000267028809,0.3896027305824502,2.35,80.36000061035156,0.0025749212183786866
2013-10-14,138.0995635986328,3,1,4.223895327774508,2.7,333250.0,16.06999969482422,0.3892859482903307,2.35,80.26000213623047,0.002585396340642633
2013-10-15,137.0977325439453,3,1,4.234537295945564,2.75,335500.0,18.65999984741211,0.38864038379327304,2.38,80.4800033569336,0.0025954437555521376
2013-10-16,139.012451171875,3,1,4.259728151453967,2.69,337750.0,14.710000038146973,0.3887131022840032,2.35,80.5,0.0025744929142563653
2013-10-17,139.94149780273438,3,1,4.261438564479005,2.61,340000.0,13.479999542236328,0.38943561511975633,2.28,79.6500015258789,0.002486580597072158
2013-10-18,140.88677978515625,3,1,4.286261540632683,2.6,342250.0,13.039999961853027,0.3886072378718609,2.27,79.63999938964844,0.0025053255642640652
2013-10-21,140.8948211669922,3,1,4.293445250067829,2.63,344100.0,13.15999984741211,0.38875776870399387,2.3,79.68000030517578,0.0025051304447332367
2013-10-22,141.71075439453125,3,1,4.27676667226562,2.54,345950.0,13.329999923706056,0.38920903234531645,2.23,79.23999786376953,0.002479329633091193
2013-10-23,141.03216552734375,3,1,4.358103813459424,2.51,347800.0,13.420000076293944,0.3888966668123675,2.1999999999999997,79.26000213623047,0.0024488341977654334
2013-10-24,141.50070190429688,3,1,4.381830226694539,2.53,349650.0,13.199999809265137,0.3886978763968732,2.1999999999999997,79.19000244140625,0.0024151977750804235
2013-10-25,142.14700317382812,3,1,4.381251204424262,2.53,351500.0,13.09000015258789,0.3888703599260864,2.21,79.18000030517578,0.002414596280475042
2013-10-28,142.3732147216797,3,1,4.362711294207008,2.54,352900.0,13.3100004196167,0.3883095150339673,2.22,79.25,0.002411982187857995
2013-10-29,143.1326141357422,3,1,4.371746257264474,2.53,354300.0,13.40999984741211,0.38879900822347685,2.2199999999999998,79.62999725341797,0.0024349540425379484
2013-10-30,142.42172241210938,3,1,4.374370162753284,2.55,355700.0,13.649999618530272,0.3878925137270658,2.2199999999999998,79.75,0.002461452851744384
2013-10-31,142.01779174804688,3,1,4.407164992424893,2.57,357100.0,13.75,0.38825355275731527,2.26,80.19999694824219,0.0024890451596413367
2013-11-01,142.3571014404297,3,1,4.415616808661212,2.65,358500.0,13.279999732971191,0.38852443026245204,2.32,80.7300033569336,0.0025081867396460787
2013-11-04,142.85800170898438,3,1,4.404195028338445,2.63,357200.0,12.93000030517578,0.38920576710400023,2.31,80.55000305175781,0.0024703331835466374
2013-11-05,142.405517578125,3,1,4.4803993079944835,2.69,355900.0,13.270000457763672,0.38896162606100193,2.37,80.70999908447266,0.002486620838853562
2013-11-06,143.1326141357422,3,1,4.489339728975481,2.67,354600.0,12.670000076293944,0.38772247463551157,2.37,80.4800033569336,0.0024550353001218756
2013-11-07,141.32296752929688,3,1,4.514248218675651,2.63,353300.0,13.90999984741211,0.38712077598361083,2.34,80.81999969482422,0.0024831855792224094
2013-11-08,143.2295379638672,3,1,4.585153081598335,2.77,352000.0,12.899999618530272,0.38689376799555886,2.45,81.20999908447266,0.002532502935757754
2013-11-11,143.25381469726562,3,1,4.60944702044632,2.77,350600.0,12.529999732971191,0.3874509202003093,2.45,81.08999633789062,0.0025464481529456203
2013-11-12,142.96298217773438,3,1,4.624936599293466,2.8,349200.0,12.81999969482422,0.3871046069780394,2.46,81.19000244140625,0.0025462198780262
2013-11-13,144.11021423339844,3,1,4.654052177812464,2.75,347800.0,12.520000457763672,0.3877371284401445,2.43,80.93000030517578,0.0024946778463469477
2013-11-14,144.82919311523438,3,1,4.602813702516793,2.69,346400.0,12.369999885559082,0.3878281795782891,2.4,80.9800033569336,0.0024576272223237206
2013-11-15,145.45933532714844,3,1,4.536400675404702,2.71,345000.0,12.1899995803833,0.38776485727260435,2.4,80.83999633789062,0.002464848890639968
2013-11-18,144.9503631591797,3,1,4.48023292858839,2.67,344000.0,13.100000381469728,0.38700042328690654,2.36,80.83000183105469,0.002478777079973809
2013-11-19,144.63531494140625,3,1,4.497928050053746,2.71,343000.0,13.390000343322754,0.38610523250784384,2.42,80.69999694824219,0.0024831159731814384
2013-11-20,144.182861328125,3,1,4.546088101563258,2.8,342000.0,13.399999618530272,0.38624797442483827,2.5199999999999996,81.11000061035156,0.002513315776891301
2013-11-21,145.3462371826172,3,1,4.587159217218803,2.79,341000.0,12.65999984741211,0.38650429362050626,2.5,81.05000305175781,0.002571371122206077
2013-11-22,146.07330322265625,3,1,4.57721646570746,2.75,340000.0,12.260000228881836,0.3861350237019302,2.44,80.70999908447266,0.0025936495452831797
2013-11-25,145.92791748046875,3,1,4.632145948799059,2.74,338450.0,12.789999961853027,0.38568621927547275,2.4400000000000004,80.91999816894531,0.002609781762735772
2013-11-26,145.96829223632812,3,1,4.617852705863015,2.71,336900.0,12.8100004196167,0.3859127961031041,2.42,80.61000061035156,0.002601095559891594
2013-11-27,146.3238067626953,3,1,4.599285261346517,2.74,335350.0,12.979999542236328,0.38580652000103866,2.46,80.73999786376953,0.0025856357127099273
2013-11-29,146.226806640625,3,1,4.549567913960455,2.75,333800.0,13.699999809265137,0.3854523631134745,2.4699999999999998,80.68000030517578,0.0025831601198619022
2013-12-02,145.84710693359375,3,1,4.635164001309094,2.81,332050.0,14.229999542236328,0.3856218605608817,2.5100000000000002,80.91000366210938,0.0026323323593699724
2013-12-03,145.2169647216797,3,1,4.630773884180158,2.79,330550.0,14.550000190734863,0.3859549798522403,2.51,80.62000274658203,0.0026201195900302818
2013-12-04,145.2008819580078,3,1,4.6358707513747985,2.84,329050.0,14.699999809265137,0.3853832302513114,2.54,80.62999725341797,0.0026209743940101633
2013-12-05,144.5625457763672,3,1,4.6424879073433205,2.88,327550.0,15.079999923706056,0.38573868770602987,2.58,80.2699966430664,0.002644745386703165
2013-12-06,146.1784210205078,3,1,4.592523818001578,2.88,326050.0,13.789999961853027,0.38580181898671906,2.58,80.2699966430664,0.0026574818234628003
2013-12-09,146.55001831054688,3,1,4.597622047642701,2.86,326650.0,13.489999771118164,0.38521099711358514,2.56,80.12999725341797,0.0026677729375795115
2013-12-10,146.02488708496094,3,1,4.578965327026376,2.81,327350.0,13.90999984741211,0.38570779362389546,2.5100000000000002,79.97000122070312,0.0026152566683831997
2013-12-11,144.3848419189453,3,1,4.630010155542991,2.86,328050.0,15.420000076293944,0.3850339316484551,2.55,79.88999938964844,0.0026471990889199537
2013-12-12,143.90818786621094,3,1,4.641840037893005,2.89,328750.0,15.539999961853027,0.3855201323441733,2.5500000000000003,80.19999694824219,0.002717781416938122
2013-12-13,143.89207458496094,3,1,4.629984170844896,2.88,329450.0,15.760000228881836,0.38595781110105704,2.54,80.20999908447266,0.002712632621627755
2013-12-16,144.78878784179688,3,1,4.628321641760787,2.89,330650.0,16.030000686645508,0.3863680721788182,2.5500000000000003,80.06999969482422,0.0027105579506389015
2013-12-17,144.3282928466797,3,1,4.654249404284233,2.85,332300.0,16.209999084472656,0.3871512615001281,2.5100000000000002,80.05999755859375,0.0027347305364917077
2013-12-18,146.7923583984375,3,1,4.6413292088048,2.89,333950.0,13.800000190734863,0.38628780385073713,2.5700000000000003,80.11000061035156,0.002719035779805732
2013-12-19,146.62269592285156,3,1,4.722873137906877,2.94,335600.0,14.149999618530272,0.38612635568601106,2.59,80.62999725341797,0.002795397586902315
2013-12-20,147.47560119628906,3,1,4.757388102174735,2.89,337250.0,13.789999961853027,0.3869783851171257,2.52,80.58000183105469,0.0027781927785395706
2013-12-23,148.2635040283203,3,1,4.747620197596066,2.94,337400.0,13.039999961853027,0.3867882963551951,2.56,80.44999694824219,0.002795811113613498
2013-12-24,148.58840942382812,3,1,4.730185309580052,2.99,338300.0,12.479999542236328,0.38714747239905156,2.6100000000000003,80.52999877929688,0.002835864316910178
2013-12-26,149.34381103515625,3,1,4.795147528598797,3.0,339200.0,12.329999923706056,0.3864970314882529,2.58,80.4800033569336,0.0028411993684939944
2013-12-27,149.335693359375,3,1,4.72174521254481,3.02,340100.0,12.460000038146973,0.38662709014859103,2.62,80.38999938964844,0.002853383848592156
2013-12-30,149.3113250732422,3,1,4.70048727495485,2.99,340900.0,13.5600004196167,0.3873989590677495,2.6,80.0,0.0028430721548210977
2013-12-31,150.0179901123047,3,1,4.686580561202966,3.04,341900.0,13.720000267028809,0.3865505734124702,2.66,80.04000091552734,0.002863382875942074
2014-01-02,148.5802459716797,3,1,4.827607833260495,3.0,342900.0,14.229999542236328,0.3867304314159235,2.61,80.62999725341797,0.002801224455541494
2014-01-03,148.55587768554688,3,1,4.83523661978214,3.01,343900.0,13.760000228881836,0.3864652089749971,2.5999999999999996,80.79000091552734,0.0027503228615665116
2014-01-06,148.12539672851562,3,1,4.867328204842473,2.98,344400.0,13.550000190734863,0.38637957522941424,2.58,80.6500015258789,0.002756503317399664
2014-01-07,149.0351104736328,3,1,4.876359392649638,2.96,344900.0,12.920000076293944,0.38631463172783503,2.56,80.83000183105469,0.0027745241138881042
2014-01-08,149.06764221191406,3,1,4.893362967775237,3.01,343300.0,12.869999885559082,0.38683105857053995,2.5799999999999996,81.04000091552734,0.0027695257932054467
2014-01-09,149.16510009765625,3,1,4.922549357221092,2.97,341700.0,12.890000343322754,0.3870148114443961,2.5300000000000002,81.01000213623047,0.0027283819721231257
2014-01-10,149.5712432861328,3,1,4.850152360467772,2.88,340100.0,12.140000343322754,0.38765069038381905,2.4899999999999998,80.66000366210938,0.002716772452537294
2014-01-13,147.58116149902344,3,1,4.843350128405843,2.84,338300.0,13.279999732971191,0.38725295777583657,2.4499999999999997,80.51000213623047,0.0027180430322239664
2014-01-14,149.18943786621094,3,1,4.843785141381097,2.88,336500.0,12.279999732971191,0.387497099141796,2.4899999999999998,80.61000061035156,0.0027208481724205
2014-01-15,149.99365234375,3,1,4.871109393253526,2.9,334200.0,12.279999732971191,0.3868303600494162,2.4899999999999998,81.0,0.0027513933997755976
2014-01-16,149.7986602783203,3,1,4.891538063743503,2.86,331900.0,12.529999732971191,0.38695346587954516,2.4499999999999997,80.9000015258789,0.002734677445503973
2014-01-17,149.16510009765625,3,1,4.895332164169439,2.84,329600.0,12.4399995803833,0.38728770794964323,2.44,81.26000213623047,0.002699129277410428
2014-01-21,149.60369873046875,3,1,4.917142444461385,2.85,327750.0,12.869999885559082,0.387349012099431,2.45,81.0999984741211,0.002730016793756501
2014-01-22,149.7012481689453,3,1,4.855574702098178,2.87,325900.0,12.84000015258789,0.3880210687770167,2.43,81.16999816894531,0.002723970944309927
2014-01-23,148.47467041015625,3,1,4.937197087767749,2.79,325550.0,13.770000457763672,0.3873891673507744,2.4,80.44000244140625,0.0026314747780043137
2014-01-24,145.3068389892578,3,1,4.962003491128885,2.75,325200.0,18.13999938964844,0.3867047019325875,2.38,80.45999908447266,0.0026128903921058687
2014-01-27,144.592041015625,3,1,4.957039225987045,2.78,325500.0,17.420000076293945,0.3867589635018379,2.4099999999999997,80.5,0.0026068375862599792
2014-01-28,145.4530487060547,3,1,4.955334191546833,2.77,325800.0,15.800000190734863,0.3879387649147734,2.39,80.56999969482422,0.0026262990004724735
2014-01-29,144.05592346191406,3,1,4.979183321235904,2.69,326200.0,17.350000381469727,0.38814176034379955,2.33,80.51000213623047,0.002589130101322135
2014-01-30,145.58297729492188,3,1,4.985774611427225,2.72,326600.0,17.290000915527344,0.3883751430416712,2.3600000000000003,81.08999633789062,0.0026066656282041985
2014-01-31,144.73013305664062,3,1,4.9487793391681505,2.67,327000.0,18.40999984741211,0.38880809494198965,2.33,81.2699966430664,0.0025969680314274213
2014-02-03,141.472900390625,3,1,4.978186465314197,2.61,326950.0,21.440000534057617,0.38797965457406985,2.31,81.01000213623047,0.0025384798650815088
2014-02-04,142.46383666992188,3,1,4.913749939393948,2.64,327400.0,19.11000061035156,0.3884804386221404,2.33,81.12000274658203,0.002570104764019167
2014-02-05,142.28517150878906,3,1,4.925800931854646,2.7,327850.0,19.950000762939453,0.3882817713750674,2.3800000000000003,81.02999877929688,0.0025566689139995117
2014-02-06,144.1614990234375,3,1,4.888376968416535,2.73,328300.0,17.229999542236328,0.38876089569515254,2.4,80.88999938964844,0.0025914441207142047
2014-02-07,145.94851684570312,3,1,4.920862082392788,2.71,328750.0,15.289999961853027,0.38874062952370975,2.41,80.69000244140625,0.002589250203450513
2014-02-10,146.216552734375,3,1,4.9852457126231515,2.7,329500.0,15.260000228881836,0.3886961609392506,2.3800000000000003,80.66999816894531,0.002566677085864894
2014-02-11,147.8167724609375,3,1,4.9329055098714045,2.75,330450.0,14.510000228881836,0.3883975908713658,2.4,80.62999725341797,0.002534687266730119
2014-02-12,147.88983154296875,3,1,4.934082346381499,2.8,331400.0,14.300000190734863,0.3887010441897676,2.4499999999999997,80.68000030517578,0.002559638613447449
2014-02-13,148.6533966064453,3,1,4.954494248631886,2.73,332350.0,14.140000343322754,0.3891135569780343,2.41,80.29000091552734,0.002543063564835584
2014-02-14,149.47377014160156,3,1,4.9215417584921335,2.75,333300.0,13.56999969482422,0.3889380193556231,2.43,80.12999725341797,0.0025174373745285622
2014-02-18,149.6524658203125,3,1,4.973827323780021,2.71,334000.0,13.869999885559082,0.3898876781981038,2.4,80.01000213623047,0.002521703207879751
2014-02-19,148.66146850585938,3,1,4.975080307397408,2.73,334250.0,15.5,0.39073499606576345,2.4,80.16999816894531,0.002525745921226009
2014-02-20,149.5387725830078,3,1,4.986548260285083,2.76,334500.0,14.789999961853027,0.3912183233908218,2.42,80.29000091552734,0.0025237263255324556
2014-02-21,149.3681640625,3,1,4.946751316705981,2.73,334750.0,14.68000030517578,0.3918830202333397,2.4,80.23999786376953,0.002519827709153632
2014-02-24,150.1967010498047,3,1,4.9741906740724815,2.75,335450.0,14.229999542236328,0.3917804014937687,2.4,80.20999908447266,0.0025099005043871607
2014-02-25,150.13983154296875,3,1,5.029710086216833,2.7,335500.0,13.670000076293944,0.39160350499270097,2.3600000000000003,80.1500015258789,0.0024854803120832525
2014-02-26,150.14791870117188,3,1,5.02611402670187,2.67,335550.0,14.350000381469728,0.3920702383534141,2.34,80.41000366210938,0.0024616022717674755
2014-02-27,150.93588256835938,3,1,4.958432287219851,2.65,335600.0,14.039999961853027,0.3916411419878456,2.32,80.29000091552734,0.0024305347582868424
2014-02-28,151.317626953125,3,1,5.004967871537123,2.66,335650.0,14.0,0.39172888966064695,2.33,79.77999877929688,0.002450809791449517
2014-03-03,150.2535400390625,3,1,5.05947961741312,2.6,334600.0,16.0,0.3917404521329101,2.2800000000000002,80.06999969482422,0.0023853788983093063
